latitude,longitude,temperatura_media_C,precipitacao_anual_mm,umidade_solo_pct,indice_NDVI,risco_climatico
-12.440657169397753,-55.52039797802807,29.30217405489337,1858.4638219071478,72.7309578555675,0.8340628508444,0
-11.877652860234237,-56.07925107563874,29.00454810413635,1876.55186058659,69.60789479781769,0.8006641463579863,0
-13.70046229237986,-55.66232505904385,28.159878971074093,1755.4156243851155,64.18107582638201,0.8133080732059942,0
-11.785394028718395,-45.817917925631036,30.853363521064416,1174.356182908993,42.52289267979147,0.5823596486261512,1
-7.276830674944668,-44.328363436652495,32.721781811591,1077.520534960565,37.81223835742525,0.5403276572088913,1
-11.296827391389836,-45.40798118542511,31.036203138940188,1326.5342741218283,46.27032315582737,0.6568356154956803,1
-27.94415743689852,-52.27744521898749,35.24205801426798,563.3001549705485,13.827163651171704,0.19897559940434995,2
-28.476513054169416,-53.810683112634734,35.377806674392836,489.0415265311754,10.922585667384878,0.12936461367498372,2
-29.24389487718699,-53.57475379213916,33.64347098473842,644.0297031216843,16.811362777841484,0.24545787984438147,2
-24.841487991282808,-53.067193729226645,24.49964570271168,1599.9921581847057,59.31425375078685,0.7371648489194492,0
-21.262683538562495,-47.84813648015267,25.57479613301514,1390.45314686448,48.997482207729796,0.6927112683282941,0
-12.63314595071405,-55.67651342536406,28.702257663177683,1861.2368478208077,71.90838649297143,0.8345703728702907,0
-11.801607545686792,-55.32598645386225,29.541166531161707,1952.1511762384278,66.41233904953752,0.8027521162446242,0
-14.21265604893156,-55.98086362240548,27.57395483358346,1724.6310126703538,61.75290847376059,0.8151753961048784,0
-12.434983566502606,-45.759916218971284,31.26497892612025,1190.9634308326504,42.3006894471206,0.6339106277617341,1
-7.342457505848195,-44.47700779950675,33.332939114826026,1060.4111509525362,38.91335803438195,0.5196206043837337,1
-11.452566224066885,-44.71931688295235,30.581640131979704,1298.6523787748565,45.39310021363009,0.6500916362895478,1
-28.197150533480947,-52.41152375940671,34.466933692687086,525.4424104905671,11.07565742336845,0.23253076726673885,2
-28.811604815104243,-53.55978019065701,36.24986089458326,508.0464464057618,10.973725854885288,0.1552087542783952,2
-29.432460740267057,-53.23986912079848,33.676487149627,658.0010180504315,12.672478359923378,0.2199425878263522,2
-24.65687024621569,-53.22889481340841,24.32082992398939,1604.9032864755977,60.05455166148128,0.725081157470488,0
-21.21515526009731,-47.57259393888793,25.87622909718242,1397.3982927566,48.37091812682287,0.6767691711496941,0
-12.526494359062415,-55.59225395559416,28.772095985749967,1811.2759868736632,73.88310541418984,0.8350683892700486,0
-12.134949637242691,-55.7286009825461,29.00938791339095,1906.4493995305295,69.41880446552622,0.7777092243261782,0
-13.938876544905037,-55.75331369353978,27.475313480839286,1777.5969335829063,64.1491144711959,0.792873029634376,0
-12.067815482058027,-46.019269078603735,32.1606520161365,1211.8791936623845,40.30082257309838,0.5977673252661088,1
-7.460198715484461,-44.48947290695219,33.90980150225682,1049.9399039770287,38.52555532457951,0.5723726466830843,1
-11.174860396330866,-45.350855170003875,30.499788217130646,1285.2682087052674,43.73351394422539,0.6402608674875391,1
-28.380127737983763,-52.412827669318595,33.56673002431969,522.6959091820478,14.153726963237311,0.21641497949286176,2
-28.688338749958653,-53.534247517939306,35.703756844918466,500.868783158122,10.775758613789623,0.17779989002597896,2
-29.270341322445876,-53.385728556909946,33.45768508712,622.8442905346396,13.328262378301549,0.27584120668653045,2
-24.57954436309821,-53.365615849152945,24.895312799581383,1561.3567553327316,54.65429797131331,0.7250165654679351,0
-21.17269944494759,-47.48725774618827,25.21494809114408,1459.7459744545172,50.340026372741896,0.716310165818802,0
-12.751542185791179,-55.629293139697204,28.846298669149654,1864.35178052235,71.15766338050406,0.82420992597843,0
-11.685491017579363,-55.54883132705813,28.49441403535961,1934.9898661286447,67.17036527462881,0.7867916123604931,0
-14.074168729994204,-55.887182566342325,28.165382059533265,1716.446806287872,66.54379575864068,0.8600180099586857,0
-12.048227280999049,-45.55210590221507,31.507136533918217,1165.854396114614,43.760163414948664,0.588887210204028,1
-7.621934024775956,-44.79552156302739,32.72303029030168,1046.2757672558175,37.59118291795728,0.5429262848086599,1
-11.515637209779687,-45.08051998603003,30.596481843536612,1312.56961067238,44.489101939635205,0.61535137521672,1
-28.220627752826175,-52.25976545153782,34.84315922847835,594.9090205731741,14.750214549670826,0.2390492394107234,2
-28.482306684000918,-53.659512700671996,35.25294722655762,497.6519728453783,9.464596645450637,0.21378377867303358,2
-29.115726343762006,-53.17485863733768,34.09220649023624,593.9329680796992,16.334729582121547,0.2833984556280928,2
-24.973129656477646,-53.480011117406505,25.488220292257743,1574.3407698083527,58.82782895773323,0.7644789750629201,0
-21.23022073911786,-47.78488470930569,25.417879194144472,1450.7500143179786,51.020345312626446,0.6860475906440806,0
-12.835704398073485,-55.75461436485677,29.20860628748431,1825.882364356232,69.0948709462463,0.8126951804502031,0
-11.99396884167894,-55.496884190483705,29.15217796876161,1940.7117138693081,66.85796709528658,0.7565766045501188,0
-13.922127754191958,-56.29925501737904,27.350607975838436,1742.8903837598373,64.1826051207648,0.8507174707036359,0
-11.878575554756218,-46.07801017651886,30.834843187130506,1239.7645518154463,42.14983043161382,0.6193795615629694,1
-7.161276342086309,-44.231098987355004,33.105439804611485,1066.973282251482,38.72111686965198,0.5401608619026104,1
-11.602608031072547,-45.36939226966367,31.26082505596223,1296.5751127639385,47.245065611168975,0.6665611377797394,1
-28.195183206121044,-52.59827846989126,34.43622543981123,537.0150907043468,13.25755177944789,0.20054470966479998,2
-28.707016456083263,-54.03067802272074,35.955577465123675,471.477303066348,10.753641252536179,0.18813244068445348,2
-29.28538440006119,-53.5777923495379,33.07441215497422,610.707917309381,17.72450802831812,0.2465474173141833,2
-24.827664742231825,-53.7146179586815,24.493955526076974,1601.9289124054428,58.444865407795454,0.752773542797606,0
-20.96380009550081,-47.48159696797273,25.57380327779344,1405.1547147982824,51.90147726678196,0.6887285292162775,0
-12.353743976176759,-55.51803658213147,28.58181594131248,1845.8592147420593,72.43309200451475,0.7909814421777754,0
-12.017843504644528,-55.637630069035545,29.54344369504865,1901.9644257429788,66.26432507193009,0.7915115274534008,0
-13.891842475170243,-55.629512838931134,27.589619103159475,1696.7816476396297,63.50030746783329,0.8309772828375073,0
-12.023747313719287,-45.593646902601684,30.197893071686433,1211.4542028697174,39.672731626411604,0.6094156718829202,1
-7.034890974575529,-44.61496627670172,33.29947407339825,1025.50696938208,38.99307775213771,0.5655023024317818,1
-11.345834847569058,-45.69988114297472,31.018369275866757,1271.1666899198565,46.782895234630516,0.619089410286519,1
-28.297131795332763,-51.94181148548185,34.70214737748085,507.8163913222322,16.774043212079572,0.21947478413460295,2
-28.851266994801204,-53.87791449335272,35.81789109591108,435.1526875533027,12.76465799848486,0.16750979089822846,2
-29.389241324816133,-53.77907974939138,33.26447316017547,566.1138124221927,17.74425786630248,0.2649396168020942,2
-24.78749483552116,-53.245485913598074,24.840108052725224,1582.2744760592377,57.12997550101947,0.74062983124524,0
-20.89875199428584,-47.32204951873215,26.796253756238986,1468.8314784381641,48.26537627488422,0.7038014735267322,0
-12.554402024316065,-55.4431454362979,27.51070620799674,1836.85300810262,73.27511899862633,0.8417542085231573,0
-11.649293420421595,-55.38721817598953,29.25982591295949,1904.4437526567008,68.6265211283591,0.8038323715024278,0
-13.757672794990473,-55.96104913166694,27.547910084496166,1760.0120346626582,65.66116656151134,0.815462368685873,0
-12.219023950921025,-45.61931688824394,31.459238663449177,1203.2766296553962,42.58105722094948,0.5900357548297719,1
-7.157720878898318,-44.398214282042645,33.37383824176917,1048.0639134818502,38.48477822368731,0.570847583062925,1
-10.942392686706807,-45.143761715206125,30.556385717943225,1270.1176559100188,46.925725289780345,0.6293381919596833,1
-28.267165207821993,-52.37915977920962,34.162145960419195,586.2731887069802,15.942478377225434,0.21311872086591546,2
-28.317071268837196,-53.61251862557991,35.21707620874402,525.1799160909471,12.316330528510521,0.17250931698499497,2
